cleanup_priority,priority_reason,series,issue_number,comic,run_status,collection_status,current_story,suggested_metadata_arc,suggested_story_title,suggested_part_label,suggested_metadata_role,suggestion_source,decision_id,decision_status,suggested_next_action
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),78,Catwoman (Vol.2) #78,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-78,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),79,Catwoman (Vol.2) #79,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-79,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),8,Catwoman (Vol.2) #08,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-8,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),80,Catwoman (Vol.2) #80,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-80,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),81,Catwoman (Vol.2) #81,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-81,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),82,Catwoman (Vol.2) #82,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-82,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),83,Catwoman (Vol.2) #83,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-83,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),84,Catwoman (Vol.2) #84,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-84,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),85,Catwoman (Vol.2) #85,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-85,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),86,Catwoman (Vol.2) #86,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-86,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),87,Catwoman (Vol.2) #87,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-87,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),88,Catwoman (Vol.2) #88,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-88,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),89,Catwoman (Vol.2) #89,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-89,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),9,Catwoman (Vol.2) #09,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-9,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),90,Catwoman (Vol.2) #90,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-90,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),91,Catwoman (Vol.2) #91,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-91,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),92,Catwoman (Vol.2) #92,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-92,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),93,Catwoman (Vol.2) #93,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-93,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),94,Catwoman (Vol.2) #94,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-94,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2) Annual,1,Catwoman (Vol.2) - Annual 01,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-ANNUAL-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2) Annual,2,Catwoman (Vol.2) - Annual 02,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-ANNUAL-2,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2) Annual,3,Catwoman (Vol.2) - Annual 03,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-ANNUAL-3,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2) Annual,4,Catwoman (Vol.2) - Annual 04,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-ANNUAL-4,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.4),2,Catwoman (Vol.4) #02,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-4-2,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.4),3,Catwoman (Vol.4) #03,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-4-3,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.4),8,Catwoman (Vol.4) #08,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-4-8,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.4),9,Catwoman (Vol.4) #09,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-4-9,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Detective Comics,400,Detective Comics #400,,Yes,TBC,,,,,needs_research,META-DETECTIVE-COMICS-400,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Detective Comics,411,Detective Comics #411,,Yes,TBC,,,,,needs_research,META-DETECTIVE-COMICS-411,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Detective Comics,567,Detective Comics #567,,Yes,TBC,,,,,needs_research,META-DETECTIVE-COMICS-567,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Detective Comics Annual,6,Detective Comics Annual 06,,Yes,TBC,,,,,needs_research,META-DETECTIVE-COMICS-ANNUAL-6,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Detective Comics Annual,7,Detective Comics Annual 07,,Yes,TBC,,,,,needs_research,META-DETECTIVE-COMICS-ANNUAL-7,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Justice League Of America,175,Justice League Of America #175,,Yes,TBC,,,,,needs_research,META-JUSTICE-LEAGUE-OF-AMERICA-175,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Robin (Vol. 2),118,Robin (Vol. 2) #118,,Yes,TBC,,,,,needs_research,META-ROBIN-VOL-2-118,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Robin (Vol. 2),15,Robin (Vol. 2) #015,,Yes,TBC,,,,,needs_research,META-ROBIN-VOL-2-15,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Robin (Vol. 2),16,Robin (Vol. 2) #016,,Yes,TBC,,,,,needs_research,META-ROBIN-VOL-2-16,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Robin (Vol. 2),17,Robin (Vol. 2) #017,,Yes,TBC,,,,,needs_research,META-ROBIN-VOL-2-17,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Robin (Vol. 2),18,Robin (Vol. 2) #018,,Yes,TBC,,,,,needs_research,META-ROBIN-VOL-2-18,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Robin (Vol. 2),20,Robin (Vol. 2) #020,,Yes,TBC,,,,,needs_research,META-ROBIN-VOL-2-20,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Robin (Vol. 2),26,Robin (Vol. 2) #026,,Yes,TBC,,,,,needs_research,META-ROBIN-VOL-2-26,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Robin (Vol. 2),64,Robin (Vol. 2) #064,,Yes,TBC,,,,,needs_research,META-ROBIN-VOL-2-64,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Showcase ’93,1,Showcase ’93 #01,,Yes,TBC,,,,,needs_research,META-SHOWCASE-93-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Showcase ’93,10,Showcase ’93 #10,,Yes,TBC,,,,,needs_research,META-SHOWCASE-93-10,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Showcase ’93,11,Showcase ’93 #11,,Yes,TBC,,,,,needs_research,META-SHOWCASE-93-11,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Showcase ’93,12,Showcase ’93 #12,,Yes,TBC,,,,,needs_research,META-SHOWCASE-93-12,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Showcase ’93,2,Showcase ’93 #02,,Yes,TBC,,,,,needs_research,META-SHOWCASE-93-2,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Showcase ’93,3,Showcase ’93 #03,,Yes,TBC,,,,,needs_research,META-SHOWCASE-93-3,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Showcase ’93,4,Showcase ’93 #04,,Yes,TBC,,,,,needs_research,META-SHOWCASE-93-4,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Showcase ’93,9,Showcase ’93 #09,,Yes,TBC,,,,,needs_research,META-SHOWCASE-93-9,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,The Doom Patrol,99,The Doom Patrol #099,,Yes,TBC,,,,,needs_research,META-THE-DOOM-PATROL-99,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,The New Teen Titans,1,The New Teen Titans #01,,Yes,TBC,,,,,needs_research,META-THE-NEW-TEEN-TITANS-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Wolverine,1,Wolverine #01,,Yes,TBC,,,,,needs_research,META-WOLVERINE-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Wonder Woman (Vol.1),1,Wonder Woman (Vol.1) #01,,Yes,TBC,,,,,needs_research,META-WONDER-WOMAN-VOL-1-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Wonder Woman (Vol.2?),1,Wonder Woman (Vol.2?) #01,,Yes,TBC,,,,,needs_research,META-WONDER-WOMAN-VOL-2-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Young Romance,125,Young Romance #125,,Yes,TBC,,,,,needs_research,META-YOUNG-ROMANCE-125,needs_decision,Research story placement and add confirmed metadata.
Low,Absent issue needs metadata for clearer missing reports.,Batman,408,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-408,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,409,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-409,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,412,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-412,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,413,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-413,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,415,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-415,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,417,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-417,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,418,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-418,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,422,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-422,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,423,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-423,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,424,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-424,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,425,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-425,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,431,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-431,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,444,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-444,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,445,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-445,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,450,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-450,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,451,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-451,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,453,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-453,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,454,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-454,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,463,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-463,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,465,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-465,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,475,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-475,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,524,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-524,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,536,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-536,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,540,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-540,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,546,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-546,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,547,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-547,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,550,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-550,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,551,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-551,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Batman,552,,absent_from_sheet,,,,,,,needs_research,META-BATMAN-552,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,568,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-568,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,569,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-569,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,571,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-571,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,572,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-572,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,573,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-573,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,574,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-574,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,579,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-579,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,580,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-580,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,581,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-581,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,582,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-582,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,583,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-583,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,584,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-584,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,585,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-585,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,586,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-586,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,587,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-587,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,589,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-589,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,590,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-590,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,591,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-591,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,592,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-592,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,593,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-593,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,594,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-594,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,596,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-596,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,597,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-597,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,598,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-598,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,599,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-599,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,600,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-600,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,602,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-602,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,603,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-603,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,608,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-608,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,609,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-609,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,611,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-611,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,612,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-612,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,613,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-613,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,614,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-614,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,615,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-615,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,622,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-622,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
